# curie_map:
#   BFO: http://purl.obolibrary.org/obo/BFO_
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   CL: http://purl.obolibrary.org/obo/CL_
#   DDANAT: http://purl.obolibrary.org/obo/DDANAT_
#   FAO: http://purl.obolibrary.org/obo/FAO_
#   GO: http://purl.obolibrary.org/obo/GO_
#   NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#   OBA: http://purl.obolibrary.org/obo/OBA_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   PO: http://purl.obolibrary.org/obo/PO_
#   PR: http://purl.obolibrary.org/obo/PR_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/3666639c-2133-48eb-96e6-3f9ddd065429
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
http://example.org/metpo-cleanroom/CRISPR	CRISPR	skos:closeMatch	GO:0043571	maintenance of CRISPR repeat elements	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:relatedMatch-INVERSE	http://example.org/metpo-cleanroom/crispr
http://example.org/metpo-cleanroom/CRISPR	CRISPR	skos:closeMatch	http://example.org/metpo-cleanroom/CRISPR	CRISPR	semapv:LexicalMatching	oaklib	0.5	rdf:ID	rdf:ID	http://example.org/metpo-cleanroom/crispr
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	GO:0030115	S-layer	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	s-layer
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	GO:0030115	S-layer	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	s-layer
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	http://example.org/metpo-cleanroom/S_layer	S-layer	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	s-layer
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	http://example.org/metpo-cleanroom/S_layer	S-layer	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	s-layer
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	http://example.org/metpo-cleanroom/S_layer	S-layer	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	s-layer
http://example.org/metpo-cleanroom/S_layer	S-layer	skos:closeMatch	http://example.org/metpo-cleanroom/S_layer	S-layer	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	s-layer
http://example.org/metpo-cleanroom/acidophile	acidophile	skos:closeMatch	CHEBI:37527	acid	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:relatedMatch-INVERSE	http://example.org/metpo-cleanroom/acidophile
http://example.org/metpo-cleanroom/acidophile	acidophile	skos:closeMatch	http://example.org/metpo-cleanroom/acidophile	acidophile	semapv:LexicalMatching	oaklib	0.5	rdf:ID	rdf:ID	http://example.org/metpo-cleanroom/acidophile
http://example.org/metpo-cleanroom/active_transport	active transport	skos:closeMatch	GO:0015399	primary active transmembrane transporter activity	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:relatedMatch-INVERSE	http://example.org/metpo-cleanroom/active_transport
http://example.org/metpo-cleanroom/active_transport	active transport	skos:closeMatch	GO:0015399	primary active transmembrane transporter activity	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	rdf:ID	go:0015399
http://example.org/metpo-cleanroom/active_transport	active transport	skos:closeMatch	GO:0015399	primary active transmembrane transporter activity	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	rdf:ID	go:0015399
http://example.org/metpo-cleanroom/active_transport	active transport	skos:closeMatch	http://example.org/metpo-cleanroom/active_transport	active transport	semapv:LexicalMatching	oaklib	0.5	rdf:ID	rdf:ID	http://example.org/metpo-cleanroom/active_transport
http://example.org/metpo-cleanroom/active_transport	active transport	skos:closeMatch	http://example.org/metpo-cleanroom/active_transport	active transport	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0015399
http://example.org/metpo-cleanroom/adhesin	adhesin	skos:closeMatch	GO:0007155	cell adhesion	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:relatedMatch-INVERSE	http://example.org/metpo-cleanroom/adhesin
