# curie_map:
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/e534588a-455c-4254-9e78-a7c737ce500b
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
http://example.org/metpo-cleanroom/biofilm	biofilm	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm	biofilm	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	biofilm-forming
http://example.org/metpo-cleanroom/biofilm	biofilm	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm	biofilm	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0042710
http://example.org/metpo-cleanroom/biofilm	biofilm	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	biofilm-forming
http://example.org/metpo-cleanroom/biofilm	biofilm	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0042710
http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm	biofilm	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	biofilm-forming
http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm	biofilm	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0042710
http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	biofilm-forming
http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	skos:closeMatch	http://example.org/metpo-cleanroom/biofilm_formation	biofilm formation	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0042710
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	http://example.org/metpo-cleanroom/carbon_source	carbon source	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	carbon source
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	http://example.org/metpo-cleanroom/carbon_source	carbon source	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	carbon source
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	http://example.org/metpo-cleanroom/carbon_source	carbon source	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	carbon source
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	http://example.org/metpo-cleanroom/carbon_source	carbon source	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	carbon source
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	https://purl.dsmz.de/schema/CarbonSource	Carbon Source	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	carbon source
http://example.org/metpo-cleanroom/carbon_source	carbon source	skos:closeMatch	https://purl.dsmz.de/schema/CarbonSource	Carbon Source	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	carbon source
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cell arrangement
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell arrangement
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cell arrangement
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell arrangement
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	https://purl.dsmz.de/schema/CellArrangement	Cell Arrangement	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell arrangement
http://example.org/metpo-cleanroom/cell_arrangement	cell arrangement	skos:closeMatch	https://purl.dsmz.de/schema/CellArrangement	Cell Arrangement	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell arrangement
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	http://example.org/metpo-cleanroom/cell_shape	cell shape	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cell shape
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	http://example.org/metpo-cleanroom/cell_shape	cell shape	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell shape
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	http://example.org/metpo-cleanroom/cell_shape	cell shape	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cell shape
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	http://example.org/metpo-cleanroom/cell_shape	cell shape	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell shape
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	https://purl.dsmz.de/schema/CellShape	Cell Shape	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell shape
http://example.org/metpo-cleanroom/cell_shape	cell shape	skos:closeMatch	https://purl.dsmz.de/schema/CellShape	Cell Shape	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell shape
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	http://example.org/metpo-cleanroom/cell_size	cell size	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cell size
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	http://example.org/metpo-cleanroom/cell_size	cell size	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell size
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	http://example.org/metpo-cleanroom/cell_size	cell size	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cell size
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	http://example.org/metpo-cleanroom/cell_size	cell size	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell size
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	https://purl.dsmz.de/schema/CellSize	Cell Size	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cell size
http://example.org/metpo-cleanroom/cell_size	cell size	skos:closeMatch	https://purl.dsmz.de/schema/CellSize	Cell Size	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cell size
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	http://example.org/metpo-cleanroom/class	class	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	class
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	http://example.org/metpo-cleanroom/class	class	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	class
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	http://example.org/metpo-cleanroom/class	class	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	class
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	http://example.org/metpo-cleanroom/class	class	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	class
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	https://purl.dsmz.de/schema/Class	Class	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	class
http://example.org/metpo-cleanroom/class	class	skos:closeMatch	https://purl.dsmz.de/schema/Class	Class	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	class
http://example.org/metpo-cleanroom/cold_shock_protein	cold shock protein	skos:closeMatch	http://example.org/metpo-cleanroom/cold_shock_protein	cold shock protein	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0009409
http://example.org/metpo-cleanroom/cold_shock_protein	cold shock protein	skos:closeMatch	http://example.org/metpo-cleanroom/cold_shock_response	cold shock response	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0009409
http://example.org/metpo-cleanroom/cold_shock_response	cold shock response	skos:closeMatch	http://example.org/metpo-cleanroom/cold_shock_protein	cold shock protein	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0009409
http://example.org/metpo-cleanroom/cold_shock_response	cold shock response	skos:closeMatch	http://example.org/metpo-cleanroom/cold_shock_response	cold shock response	semapv:LexicalMatching	oaklib	0.5	skos:relatedMatch	skos:relatedMatch	go:0009409
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	http://example.org/metpo-cleanroom/colony_morphology	colony morphology	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	colony morphology
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	http://example.org/metpo-cleanroom/colony_morphology	colony morphology	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	colony morphology
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	http://example.org/metpo-cleanroom/colony_morphology	colony morphology	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	colony morphology
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	http://example.org/metpo-cleanroom/colony_morphology	colony morphology	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	colony morphology
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	https://purl.dsmz.de/schema/ColonyMorphology	Colony Morphology	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	colony morphology
http://example.org/metpo-cleanroom/colony_morphology	colony morphology	skos:closeMatch	https://purl.dsmz.de/schema/ColonyMorphology	Colony Morphology	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	colony morphology
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	http://example.org/metpo-cleanroom/domain	domain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	domain
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	http://example.org/metpo-cleanroom/domain	domain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	domain
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	http://example.org/metpo-cleanroom/domain	domain	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	domain
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	http://example.org/metpo-cleanroom/domain	domain	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	domain
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	https://purl.dsmz.de/schema/Domain	Domain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	domain
http://example.org/metpo-cleanroom/domain	domain	skos:closeMatch	https://purl.dsmz.de/schema/Domain	Domain	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	domain
http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	skos:closeMatch	http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	electron acceptor
http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	skos:closeMatch	http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	electron acceptor
http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	skos:closeMatch	http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	electron acceptor
http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	skos:closeMatch	http://example.org/metpo-cleanroom/electron_acceptor	electron acceptor	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	electron acceptor
