# curie_map:
#   BFO: http://purl.obolibrary.org/obo/BFO_
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   HANCESTRO: http://purl.obolibrary.org/obo/HANCESTRO_
#   IAO: http://purl.obolibrary.org/obo/IAO_
#   RO: http://purl.obolibrary.org/obo/RO_
#   dbpedia: http://w3id.org/sssom/unknown_prefix/dbpedia/
#   dcterms: http://w3id.org/sssom/unknown_prefix/dcterms/
#   linkml: http://w3id.org/sssom/unknown_prefix/linkml/
#   mixs: http://w3id.org/sssom/unknown_prefix/mixs/
#   nmdc: http://w3id.org/sssom/unknown_prefix/nmdc/
#   obo: http://w3id.org/sssom/unknown_prefix/obo/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   ror: http://w3id.org/sssom/unknown_prefix/ror/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/eee854e3-3353-420b-9df5-57bc5a6aa346
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
BFO:0000019	quality	skos:closeMatch	RO:0000080	quality of	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	quality
CHEBI:15377	water	skos:closeMatch	nmdc:DNASampleFormatEnum#Water	Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	water
CHEBI:15377	water	skos:closeMatch	nmdc:PlantGrowthMedEnum#water	water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	water
CHEBI:15377	water	skos:closeMatch	nmdc:RNASampleFormatEnum#Water	Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	water
CHEBI:15377	water	skos:closeMatch	nmdc:SampleTypeEnum#water	water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	water
HANCESTRO:0019	Japanese	skos:closeMatch	HANCESTRO:0717	Japanese in Japan (HGDP)	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	japanese
HANCESTRO:0019	Japanese	skos:closeMatch	HANCESTRO:0738	Japanese in Japan (SGDP)	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	japanese
HANCESTRO:0019	Japanese	skos:closeMatch	HANCESTRO:0754	Japanese in Tokyo, Japan	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	japanese
HANCESTRO:0022	Korean	skos:closeMatch	HANCESTRO:0740	Korean in Korea (SGDP)	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	korean
HANCESTRO:0023	Mongolian	skos:closeMatch	HANCESTRO:0720	Mongolian in China (HGDP)	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	mongolian
